Post Title,Time Posted,Post Link,Image URL,Description,Classification,Quotes 1,Quotes 2,Quotes 3,Quotes 4,Quotes 5,Quotes 6,Quotes 7,Quotes 8,Quotes 9,Quotes 10,Quotes 11,Quotes 12,Quotes 13
VERA FILES FACT CHECK: Bongbong Marcos has NOT reclaimed Sabah from Malaysia,2022-08-12T03:12:41+00:00,https://verafiles.org/articles/vera-files-fact-check-bongbong-marcos-has-not-reclaimed-sabah-from-malaysia,https://verafiles.org/wp-content/uploads/2022/08/081022-FALSE-Bongbong-reclaims-Sabah_SHORTIE-FIL_REV1-1.jpg,"There have been no recent claims by the president on Sabah, nor has there been an announcement that the state would be re-incorporated into Philippine territory.",FALSE,“use [the sultan’s] territory in present-day Malaysia.”,"“Sabah was quickly reclaimed from Malaysia. You’re the best, Sir President Bongbong Marcos.”",“Pinakamalaking goodnewas (sic) para sa Pilipinas nakakaproud nang yayari sa Marcos administration na Maging bahagi na ng pilipinas ang SabaH mabuhay ang pilipinas mabuhay ang mga taga SABAH.”,,,,,,,,,,
VERA FILES FACT CHECK: Marcos did NOT order the operation of the Bataan Nuclear Power Plant,2022-08-12T04:11:58+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-did-not-order-the-operation-of-the-bataan-nuclear-power-plant,https://verafiles.org/wp-content/uploads/2022/08/081022-FALSE-BNPP-reopening_TAG_REV.jpg,"Contrary to the caption, the voice-over only referenced Marcos’ SONA promise of “re-examining” building nuclear power plants in the country as a means to lower electricity costs.",FALSE,“FINALLY! ANG MULING PAGBUBUKAS NG (the reopening of the) BATAAN NUCLEAR POWER PLANT!!”,“Mga Oligarchs Nagulantang Sa Muling Pagbubukas Ni Pbbm Ng Bataan Nuclear Power Plant|panoorin (Oligarchs shocked by [Marcos’] reopening of the BNPP | Watch).”,,,,,,,,,,,
VERA FILES FACT CHECK: US did NOT challenge China to go to war,2022-08-12T13:08:27+00:00,https://verafiles.org/articles/vera-files-fact-check-us-did-not-challenge-china-to-go-to-war,https://verafiles.org/wp-content/uploads/2022/08/081122-FALSE-US-China-conflict_ENG.png,"With the escalating tensions between the United States (U.S.) and China following the visit of House Speaker Nancy Pelosi to Taiwan, a Filipino FB page published a video erroneously claiming the U.S. dared its geopolitical rival to engage in warfare.",FALSE,“American hinahamon Ang china sa gyera (U.S. challenges China to war)”,,,,,,,,,,,,
"VERA FILES FACT CHECK: Videos FALSELY claim Trillanes, De Lima headed to prison",2022-08-16T10:59:03+00:00,https://verafiles.org/articles/vera-files-fact-check-videos-falsely-claim-trillanes-de-lima-headed-to-prison,https://verafiles.org/wp-content/uploads/2022/08/081522-FALSE-De-Lima-jail_TAG_REV.jpg,No court has handed down orders recently to imprison the two former lawmakers.,FALSE,,,,,,,,,,,,,
VERA FILES FACT CHECK: FB page MISREPRESENTS Willie Ong to promote fungal cream,2022-08-22T12:56:59+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-page-misrepresents-willie-ong-to-promote-fungal-cream,https://verafiles.org/wp-content/uploads/2022/08/081722-FALSE-Zudaifu-cream_ENG_REV.jpg,"An imposter FB used the names and faces of Dr. Willie Ong and his wife, Dr. Liza Ramoso-Ong, in promoting and erroneously claiming that a product called Zudaifu Fungal Cream treats allergies and itchiness of the skin.",FALSE,"“Kung may kati2x di mo na kailangan pang kamutin para mawala. Di mo na kailangan pang epa check para mawala. Di mo na kailangan pang ma stress,Dahil ang ang tanging paraan lang ay pahiran ng ZUDAIFU CREAM para mawala, Bilis Tanggal agad ang kati.”",,,,,,,,,,,,
FACT CHECK: Lishou slimming capsule NOT FDA-registered or doctor-recommended,2022-08-24T09:53:18+00:00,https://verafiles.org/articles/vera-files-fact-check-lishou-slimming-capsule-not-fda-registered-or-doctor-recommended,https://verafiles.org/wp-content/uploads/2022/08/082322-FALSE-Lishou-capsule_SHORTIE-FIL.jpg,Ang Lishou slimming capsule ay hindi kabilang sa opisyal na listahan ng mga beripikadong pagkain at gamot ng Food and Drug Administration. Binalaan ng United States at Australia ang publiko na wag gumamit ng mga kapangalan nitong produkto na may sangkap na pwedeng maging sanhi ng sakit sa puso.,FALSE,“Magpadala ng mensahe 50% diskwento (Send a message [for a] 50% discount).”,,,,,,,,,,,,
FACT CHECK: NAIA has NOT been renamed Manila Int’l Airport,2022-08-24T10:08:02+00:00,https://verafiles.org/articles/vera-files-fact-check-naia-has-not-been-renamed-manila-intl-airport,https://verafiles.org/wp-content/uploads/2022/08/082322-FALSE-NAIA-renaming-again_TAG_REV2.jpg,HINDI pa napapalitan ang pangalan ng Ninoy Aquino International Airport pabalik sa Manila International Airport. Nakabinbin sa Kongreso ang panukalang naglalayong palitan ang pangalan ng paliparan.,FALSE,“Gadon questions legality of 33-year old law renaming MIA to NAIA”,“YES! PINALITAN NA! (Renamed!) NAIA TO MANILA INTERNATIONAL AIR PORT! PRES. BBM IDOL RAFFY SARA DU30! GOODNEWS!”,,,,,,,,,,,
VERA FILES FACT CHECK: Lung Cleaner Tritydo does NOT treat lung diseases,2022-08-25T07:59:44+00:00,https://verafiles.org/articles/vera-files-fact-check-lung-cleaner-tritydo-does-not-treat-lung-diseases,https://verafiles.org/wp-content/uploads/2022/08/082422-FALSE-Lung-cleaner-tritydo_SHORTIE-ENG-1.jpg,Lung Cleaner Tritydo is not an FDA-registered product. It has not been endorsed by any local and international health organization or agency.,FALSE,"“Treatment of Asthma – Pneumonia – Bronchitis, no need to go to the hospital, treat it at home.”",,,,,,,,,,,,
VERA FILES FACT CHECK: Ninoy Aquino did NOT die a Malaysian citizen,2022-08-25T08:20:24+00:00,https://verafiles.org/articles/vera-files-fact-check-ninoy-aquino-did-not-die-a-malaysian-citizen,https://verafiles.org/wp-content/uploads/2022/08/082422-FALSE-Ninoy-Malaysian_SHORTIE-FIL.jpg,"Upon his arrival in the Philippines on Aug. 21, 1983, Ninoy Aquino was carrying Philippine-issued travel documents, not Malaysian.",FALSE,"“MGA KAKAMPINK, NAWINDANG SA EBIDENSYANG KUMALAT NA NAGPAPATUNAY NA MALAYSIAN SI NINOY BAGO PUMANAW (Kakampinks [supporters of former vice president Leni Robredo] shocked by  evidence showing Ninoy was a Malaysian before he died),”",,,,,,,,,,,,
VERA FILES FACT CHECK: NO Angat Buhay school supplies confiscated by PNP,2022-08-26T07:01:12+00:00,https://verafiles.org/articles/vera-files-fact-check-no-angat-buhay-school-supplies-confiscated-by-pnp,https://verafiles.org/wp-content/uploads/2022/08/082422-FALSE-Angat-Buhay-supplies_TAG_REV.jpg,A video posted on Facebook claimed members of the Philippine National Police confiscated school supplies handed out by Angat Buhay.,FALSE,"“Angat buhay ni Leni. Libreng school supplies Sa mga kabataan , kinumpiska Ng mga pulis (Leni’s Angat Buhay. Free school supplies for the youth, confiscated by the police).”",,,,,,,,,,,,
VERA FILES FACT CHECK: Videos repeat multiple FALSE claims on Marcos cases and wealth,2022-08-26T07:22:19+00:00,https://verafiles.org/articles/vera-files-fact-check-videos-repeat-multiple-false-claims-on-marcos-cases-and-wealth,https://verafiles.org/wp-content/uploads/2022/08/081722-FALSE-Marcos-cases_SHORTIE-FIL-REV1.jpg,Two videos that made the rounds on social media featured recurring falsehoods about the criminal cases and wealth of the Marcos family.,FALSE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Unrelated photos MISREPRESENTED as ‘Megamall sale crowd’,2022-08-31T06:28:29+00:00,https://verafiles.org/articles/vera-files-fact-check-unrelated-photos-misrepresented-as-megamall-sale-crowd,https://verafiles.org/wp-content/uploads/2022/08/083022-FALSE-Aircon-promo-again_TAG.jpg,Several photos uploaded on Facebook that advertised the sale of an air conditioner were not taken at SM Megamall as the post claimed.,FALSE,"“Nakakabaliw na pangyayari, isang kahindik-hindik na insidente ang nangyari sa harap ng SM MegaMall, libu-libong tao ang pumila sa gulo na nagdulot ng traffic, may mga nahimatay pa at kinailangan pang ma-ospital.”",,,,,,,,,,,,
VERA FILES FACT CHECK: UP budget slashed by P2.5B NOT yet final,2022-09-02T06:52:04+00:00,https://verafiles.org/articles/vera-files-fact-check-up-budget-slashed-by-p2-5b-not-yet-final,https://verafiles.org/wp-content/uploads/2022/09/083122-FALSE-UP-budget-cut_TAG_REV.jpg,A Facebook video is falsely claiming that the significantly reduced 2023 budget of the University of the Philippines system has been approved.,FALSE,"“UP DILIMAN NA SHOCKED. ITO ANG MATINDING UTOS NG PANGULO (This is the fierce order of the president), CONFIRMED, SARADO NA (closed down)!”","“after several deliberations done by Congress,”","“Just In : Finally! Pres Marcos Vp Sara Tinanggalan Ng 2.5 Billion Pondo Ang Up Nasampulan Na (President Marcos, Vice President Sara made an example out of UP, removing P2.5 billion of its funds)!”",,,,,,,,,,
VERA FILES FACT CHECK: Tulfo did NOT reject Robredo’s offer of volunteers,2022-09-02T07:05:50+00:00,https://verafiles.org/articles/vera-files-fact-check-tulfo-did-not-reject-robredos-offer-of-volunteers,https://verafiles.org/wp-content/uploads/2022/09/083122-FALSE-Tulfo-on-Leni-offer_SHORTIE-FIL-REV1.jpg,A video falsely claims that Social Welfare Secretary Erwin Tulfo rejected Leni Robredo’s offer to help his department during calamities.,FALSE,“Tinanggap naman ho natin… dahil ito naman po ay voluntary at libre naman ho itong mga impormasyon na ito (We accepted it… because it is voluntary and the information was provided for free).”,"“DSWD TINANGGIHAN ANG ALOK NI LENI ROBREDO! LENI SUPALPAL AT PAHIYA PA ANG INABOT KAY ERWIN TULFO (DSWD rejected Leni Robredo’s offer! Leni ended up getting rebuked and humiliated by Erwin Tulfo),”",,,,,,,,,,,
#VERAfied: Dela Rosa’s claim on SIM card registration’s effects FALSE,2022-09-08T05:22:56+00:00,https://verafiles.org/articles/vera-files-fact-check-dela-rosas-claim-on-sim-card-registrations-effects-false,https://verafiles.org/wp-content/uploads/2022/09/IMG_6619.jpeg,"Expressing his support for a bill mandating the registration of Subscriber Identification Module (SIM) cards, Sen. Ronald “Bato” Dela Rosa claimed that the measure can help deter crime. This is false.",FALSE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Russia’s Putin was NOT ambushed,2022-09-20T04:30:32+00:00,https://verafiles.org/articles/vera-files-fact-check-russias-putin-was-not-ambushed,https://verafiles.org/wp-content/uploads/2022/09/091922-FALSE-Putin-ambushed_ENG.jpg,A Filipino Facebook page published a video claiming that Russian President Vladimir Putin has been ambushed and is allegedly “in serious danger.” This is FALSE.,FALSE,“Russian President Vladimir Putin nanganganib ang buhay ngayon! Limousine tinambangan habang siya ay papauwi! (Russian President Vladimir Putin is currently in serious danger! Limousine ambushed while heading home!)”,“PUTIN INATAKE! Sasakyan Ni Putin TINAMBANGAN Habang Siya Ay Papauwi! (Putin attacked! Putin’s car ambushed while he was on his way home!)”,,,,,,,,,,,
VERA FILES FACT CHECK: Typhoon Nanmadol DID NOT cause damage to solar panels in Japan,2022-09-22T05:06:30+00:00,https://verafiles.org/articles/vera-files-fact-check-typhoon-nanmadol-did-not-cause-damage-to-solar-panels-in-japan,https://verafiles.org/wp-content/uploads/2022/09/092022-FALSE-Japan-solar-panels_ENG_REV2.jpg,"Nanmadol, which swept across parts of Japan early this week, left severely damaged properties and establishments in its wake. Actual images taken then were included in the FB post, except that of the wrecked solar panels.",FALSE,"“Pray for Japan, ilang maagang pinsala ng Super Typhoon Nanmadol na tumatama sa Japan ngayon (some of the early damage by super typhoon Nanmadol that is currently devastating Japan).”",,,,,,,,,,,,
VERA FILES FACT CHECK: Another FALSE claim about NAIA reverting to MIA,2022-09-22T05:43:00+00:00,https://verafiles.org/articles/vera-files-fact-check-another-false-claim-about-naia-reverting-to-mia,https://verafiles.org/wp-content/uploads/2022/09/092122-FALSE-Another-NAIA-MIA-Post_SHORTIE_ENG-FINAL.jpg,"There are no reports of Marcos confirming or signing anything to rename NAIA to MIA. In a Sept.13 interview, the president stressed that renaming the airport is not among his priorities. ",FALSE,"“I have no strong feelings about it. I mean if people want to rename the airport and if you get public support for it, then yes, go ahead. If not, then no,”",“Just In : Sawakas Goodnews Kumpirmad0 Na Pres Marcos Naia To Mia Atty Gadon Pirmado Na Aquino Iyak.”,,,,,,,,,,,
"VERA FILES FACT CHECK: Marcos, Marcoleta DID NOT sign measure to close down  Meralco",2022-09-23T14:38:41+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-marcoleta-did-not-sign-measure-to-close-down-meralco,https://verafiles.org/wp-content/uploads/2022/09/092022-FALSE-Goodbye-Meralco_SHORTIE_TAG-FINAL.jpg,A blog link insinuates that President Bongbong Marcos and Rep. Rodante Marcoleta have signed a directive to close down Meralco. It's false. ,FALSE,“JUST IN: HALA! PRES MARCOS CONG. MARCOLETA BABANG-GAEN ANG OLIGARKO/ MAHAL na KURYENTE TINULDOKAN NA.”,“Sawakas! Pirmado na. Ito ang Matinding Pasabog ni Marcoleta PBBM. Goodbye! Meralco.”,,,,,,,,,,,
VERA FILES FACT CHECK: Diamond glucosamine NOT FDA-approved,2022-09-26T08:13:00+00:00,https://verafiles.org/articles/vera-files-fact-check-diamond-glucosamine-not-fda-approved,https://verafiles.org/wp-content/uploads/2022/09/091922-FALSE-Diamond-glucosamine_TAG_REV.jpg,Three Facebook pages are promoting a supplement it claims was approved by the Food and Drug Administration for joint-related ailments. It is a false claim.,FALSE,"“Malaking magandang balita. Osteoarthritis, Joint Pain, Hernia, Arthritis sa loob ng maraming taon, mawawala pagkatapos ng 3 linggong paggamit (Huge, good news. Osteoarthritis, joint pain, hernia, arthritis that lasted for many years will disappear in just 3 weeks of use).”",,,,,,,,,,,,
VERA FILES FACT CHECK: ‘Cagan Nano’ supplement NOT FDA-approved,2022-09-27T04:02:29+00:00,https://verafiles.org/articles/vera-files-fact-check-cagan-nano-supplement-not-fda-approved,https://verafiles.org/wp-content/uploads/2022/09/092222-FALSE-Hepatitis-cure_TAG_REV1.jpg,"Cagan Nano does not appear in the FDA’s Verification Portal, which records all food and drugs with certified product registrations.",FALSE,"“We advise the public to be careful and to see their doctor if they have liver-related concerns,”","“36 ARAW ANG MGA ENZYME SA ATAY AY BUMALIK SA NORMAL. PAALAM HEPATITIS A, B, C, D, E CIRRHOSIS (Within 36 days, liver enzymes will go back to normal. Goodbye Hepatitis A, B, C, D, E, Cirrhosis).”",,,,,,,,,,,
VERA FILES FACT CHECK: China’s Xi Jinping has NOT been replaced by senior army officer,2022-09-30T05:02:00+00:00,https://verafiles.org/articles/vera-files-fact-check-chinas-xi-jinping-has-not-been-replaced-by-senior-army-officer,https://verafiles.org/wp-content/uploads/2022/09/092922-FALSE-Xi-Jinping-jailed_TAG.jpg,A video echoed baseless rumors of Chinese president Xi Jinping facing incarceration in Beijing while being supplanted by a general. Not true.,FALSE,"“Naku po! Chinese President Xi Jinping ikinulong umano sa Beijing – CCP ipinalit si Li Qiaoming (Oh, no! Chinese President Xi Jinping allegedly jailed in Beijing – CCP [Chinese Communist Party] placed Li Qiaoming).”",,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos did NOT bar China’s Xi Jinping from entering PH territory,2022-10-03T05:50:16+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-did-not-bar-chinas-xi-jinping-from-entering-ph-territory,https://verafiles.org/wp-content/uploads/2022/10/093022-FALSE-Marcos-UN-China_TAG_REV.jpg,A video erroneously claims President Ferdinand Marcos Jr. gave an order to disallow Chinese President Xi Jinping from stepping into Philippine territory.,FALSE,"“KAKAPASOK LANG HALA KA! ESTADUS UNIDOS BIDEN NAGULAT sa NAKAKA-BIGLANG UTOS ni PRESMARCOS CH1NA 1YAK (JUST IN. OH, NO! [United States President Joe] BIDEN SURPRISED BY SHOCKING ORDER OF MARCOS, CHINA CRIES).”",“that should be implemented by the United Nations (UN)”,,,,,,,,,,,
VERA FILES FACT CHECK: Ferdinand Marcos Jr. is NOT world’s richest president,2022-10-04T10:18:55+00:00,https://verafiles.org/articles/vera-files-fact-check-ferdinand-marcos-jr-is-not-worlds-richest-president,https://verafiles.org/wp-content/uploads/2022/10/100322-FALSE-BBM-richest-president_SHORTIE-FIL.jpg,A video claims President Ferdinand Marcos Jr. is the wealthiest among all the “presidents and kings in the world.” This is false.,FALSE,“trillions of dollars in gold assets”,“presidents and kings in the world.”,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos DID NOT express support for Vhong Navarro,2022-10-05T06:21:02+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-did-not-express-support-for-vhong-navarro,https://verafiles.org/wp-content/uploads/2022/10/100322-FALSE-BBM-SUPPORTS-NAVARRO_SHORTIE_TAG-FINAL.jpg,A viral video falsely claims President Bongbong Marcos expressed support for TV host Vhong Navarro who is embroiled in a rape case. ,FALSE,“Kaniyang pagbabahagi na gagawa ang kaniyang pamahalaan ng paraan para maging pantay ang kalalabasan ng kaso at hindi magkaroon ng anumang klase ng lamangan sa pagitan ng dalawang kampo ([Marcos] shared that his administration will make a way for the case to achieve fair results and avoid any impartiality between the two camps).”,"“Nagsanib Pwersa na! Raffy Tulfo, Willie Revillame at Bongbong Marcos Tutulungan si Vhong Navarro ([They] have joined forces! Raffy Tulfo, Willie Revillame and Bongbong Marcos to help Vhong Navarro).”",,,,,,,,,,,
VERA FILES FACT CHECK: NO alleged ‘Marcos gold’ will be used for public spending,2022-10-05T06:51:49+00:00,https://verafiles.org/articles/vera-files-fact-check-no-alleged-marcos-gold-will-be-used-for-public-spending,https://verafiles.org/wp-content/uploads/2022/10/100322-FALSE-Marcos-gold-again_TAG_REV.jpg,Videos are erroneously claiming that the wealth of the Marcoses will be used to fund the projects of President Bongbong Marcos' administration.,FALSE,"“Marcos Wealth mula sa Mahigit 170 Bangko sa buong Mundo, Ipopondo na para sa Sambayanang Pilipino (Marcos wealth in over 170 banks worldwide, to be used as public funds for the Filipino people)!”",,,,,,,,,,,,
VERA FILES FACT CHECK: FALSE claims on Marcos wealth and cases reappear,2022-10-07T08:53:46+00:00,https://verafiles.org/articles/vera-files-fact-check-false-claims-on-marcos-wealth-and-cases-reappear,https://verafiles.org/wp-content/uploads/2022/10/100522-FALSE-Marcos-gold-compiled-claims_SHORTIE-FIL-REV1.jpg,Four previously debunked hoaxes about the wealth and criminal cases of the Marcos family are again making the rounds on social media.,FALSE,,,,,,,,,,,,,
FACT CHECK: Cardema falsely claims no disallowances were issued to NYC,2022-10-10T09:56:33+00:00,https://verafiles.org/articles/vera-files-fact-check-cardema-falsely-claims-no-disallowances-were-issued-to-nyc,https://verafiles.org/wp-content/uploads/2022/10/Cardema-false-claim-thumbnail.jpg,"In its 2021 audit report, COA ordered NYC to refund certain amounts of unauthorized or unsubstantiated prepaid load cards as well as irregular and unnecessary expenditures. It had previously issued notices of disallowance after flagging excessive claims of travel and meals in 2018 and “expenses not in accordance with existing government rules and regulations” in 2019.",FALSE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Circulating Napolcom entrance exam and online registration dates NOT official,2022-10-12T01:10:47+00:00,https://verafiles.org/articles/vera-files-fact-check-circulating-napolcom-entrance-exam-and-online-registration-dates-not-official,https://verafiles.org/wp-content/uploads/2022/10/101122-FALSE-NAPOLCOM-Entrance-Examination_SHORTIE_ENG_REVISED.jpg,A graphic announcing the National Police Commission (Napolcom) entrance examination and online registration dates for police recruits is making the rounds on Facebook. It is false. ,FALSE,“has not accredited any review center to conduct review classes nor published examination materials for the PNP Entrance and Promotional Examination.”,"“that should’ve not been written,”","“We have not come up with an official announcement as to the examination date – the entrance and the promotional exam. In fact, our head of agency right now is proposing clearance to the DICT because we have a new system [NORIS] in place and we already tested it. However, the integrity of our system must be checked by the proper authority which is the DICT. Without the clearance of DICT, we cannot proceed with the examination,”",“LOOK: NAPOLCOM ENTRANCE EXAM is now Ongoing!”,,,,,,,,,
VERA FILES FACT CHECK: Marcos Jr. DID NOT withdraw interest earnings from the World Bank,2022-10-13T00:56:41+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-jr-did-not-withdraw-interest-earnings-from-the-world-bank,https://verafiles.org/wp-content/uploads/2022/10/101222-FALSE-Marcos-withdraws-WB-interest_SHORTIE-ENG-REV1.jpg,"A Facebook (FB) Reel falsely claimed that President Ferdinand Marcos claimed interest from the World Bank. It is not a commercial bank that accepts deposits, which earn interest based on a deposit interest rate that an individual or entity can withdraw.",FALSE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Kabataan Partylist Rep. Raoul Manuel NOT jailed,2022-10-13T05:04:05+00:00,https://verafiles.org/articles/vera-files-fact-check-kabataan-partylist-rep-raoul-manuel-not-jailed,https://verafiles.org/wp-content/uploads/2022/10/101122-FALSE-Raoul-Manuel-Kulong_SHORTIE_ENG-REVISED.jpg,The video showed no evidence of Manuel being jailed. There are also no official reports about Marcos Jr. or Remulla taking action or filing a case to put Manuel behind bars. ,FALSE,“who kills journalists and critical Filipinos.”,“JUST IN: KULONG NA! PRES MARCOS UMAKSYON AGAD! BOYING REMULLA IKULONG SI RAOUL MANUEL! QUIBOLOY NA (JAILED! PRES MARCOS TOOK ACTION RIGHT AWAY! BOYING REMULLA JAIL RAOUL MANUEL! QUIBOLOY NA)!”,,,,,,,,,,,
FACT CHECK: FB page FALSELY claims North-South railway construction not reported by media,2022-10-19T00:43:48+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-page-falsely-claims-north-south-railway-construction-not-reported-by-media,https://verafiles.org/wp-content/uploads/2022/10/101422-FALSE-NSCR-not-MRT_TAG_REV.jpg,A video uploaded by a Facebook (FB) page claims news organizations have not reported on the construction of the North-South Commuter Railway (NSCR). Not true.,FALSE,“Bakit wala nag babalita nito (Why is no one reporting about this)”,,,,,,,,,,,,
"FACT CHECK: Enrile did NOT order arrest of Raoul Manuel, Renato Reyes",2022-10-19T06:30:52+00:00,https://verafiles.org/articles/vera-files-fact-check-enrile-did-not-order-arrest-of-raoul-manuel-renato-reyes,https://verafiles.org/wp-content/uploads/2022/10/101322-FALSE-Raoul-Manuel-Renato-Reyes-arrested_TAG_REV.jpg,Two videos on Facebook (FB) and YouTube have insinuated that Chief Presidential Legal Counsel Juan Ponce Enrile has ordered the arrest of Kabataan Party-list Rep. Raoul Manuel and BAYAN secretary-general Renato Reyes.,FALSE,"“JUST IN PAKTAY NA PresMARCOS NABIGLA sa MATINDING UTOS ni ENRILE RENATO RAOUL WALA ng TAKAS KUL0NG (Oh, no. President [Ferdinand] Marcos shocked by the harsh order of Enrile; Renato, Raoul no escape, jailed)”",,,,,,,,,,,,
FACT CHECK: Bio Stomach NOT in FDA list and NOT endorsed by Doc Willie Ong,2022-10-21T03:31:54+00:00,https://verafiles.org/articles/vera-files-fact-check-bio-stomach-not-in-fda-list-and-not-endorsed-by-doc-willie-ong,https://verafiles.org/wp-content/uploads/2022/10/102022-FALSE-Doc-Willie-BioStomach_TAG.jpg,A Facebook (FB) page used a YouTube video of popular physician Doc Willie Ong to promote a product for stomach pain said to be approved by the Food and Drug Administration (FDA). Not true. The product is not FDA-certified as claimed. Nor is it being endorsed by Ong.,FALSE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Raoul Manuel NOT removed as congressman,2022-10-26T04:00:36+00:00,https://verafiles.org/articles/vera-files-fact-check-raoul-manuel-not-removed-as-congressman,https://verafiles.org/wp-content/uploads/2022/10/102522-FALSE-Raoul-Manuel-removed_ENG_REV.jpg,A video uploaded on Facebook claimed that Kabataan Party-list Rep. Raoul Manuel has been removed from his position. It is not true. Manuel has been a target of disinformation in the past few weeks.,FALSE,“who kills journalists and critical Filipinos.”,"“Raoul Manuel Tanggal na? Supalpal kay Atty Roque at Sen Bato. Tanggal ang sungay (Raoul Manuel removed? Slapped by Atty. [Harry] Roque, Sen. Bato [Ronaldo Dela Rosa], dehorned)”",,,,,,,,,,,
VERA FILES FACT CHECK: Vergeire NOT appointed as new PNP chief,2022-10-28T07:57:50+00:00,https://verafiles.org/articles/vera-files-fact-check-vergeire-not-appointed-as-new-pnp-chief,https://verafiles.org/wp-content/uploads/2022/10/102722-FALSE-Vergeire-PNP-chief_TAG.jpg,An image claims President Bongbong Marcos named Health Undersecretary Maria Rosario Vergeire as the new head of the Philippine National Police. ,FALSE,“BBM [Marcos] NAMES VERGEIRE AS NEW PNP CHIEF.”,,,,,,,,,,,,
VERA FILES FACT CHECK: FB page DECEPTIVELY promotes unregistered diabetes supplement,2022-11-02T04:12:59+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-page-deceptively-promotes-unregistered-diabetes-supplement,https://verafiles.org/wp-content/uploads/2022/11/102622-FALSE-Gluzabet-diabetes_TAG.jpg,"Another Facebook page has illicitly used the face of Doc Willie Ong, this time, to promote a supplement supposedly effective against diabetes.",FALSE,“cannot assure its quality and safety.”,,,,,,,,,,,,
"VERA FILES FACT CHECK: Photo shows Australia flood, NOT Cotabato during Paeng",2022-11-03T06:36:22+00:00,https://verafiles.org/articles/vera-files-fact-check-photo-shows-australia-flood-not-cotabato-during-paeng,https://verafiles.org/wp-content/uploads/2022/11/110222-FALSE-Paeng-Cotabato_TAG.jpg,Several Facebook posts are circulating an image allegedly showing the devastation caused by Typhoon Paeng to Cotabato City.,FALSE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Glufarelin does NOT treat diabetes,2022-11-11T16:59:10+00:00,https://verafiles.org/articles/vera-files-fact-check-glufarelin-does-not-treat-diabetes,https://verafiles.org/wp-content/uploads/2022/11/111122-FALSE-Glufarelin-scam_TAG_REV.jpg,Several Facebook pages are fraudulently promoting a milk supplement that claims to treat diabetes in just under a week. ,FALSE,"“1,391,510 people have recovered from the disease, leave phone numbers for advice on buying.”",,,,,,,,,,,,
VERA FILES FACT CHECK: Photos of Robredo FALSELY claimed as taken in Middle East,2022-11-16T09:36:53+00:00,https://verafiles.org/articles/vera-files-fact-check-photos-of-robredo-falsely-claimed-as-taken-in-middle-east,https://verafiles.org/wp-content/uploads/2022/11/111522-FALSE-Leni-Middle-East_SHORTIE_TAG-REVISED.jpg,Several social media posts claim former vice president Leni Robredo dressed inappropriately when she supposedly met with officials in the Middle East.,FALSE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Nostradamus did NOT predict Marcos presidency,2022-11-18T03:27:32+00:00,https://verafiles.org/articles/vera-files-fact-check-nostradamus-did-not-predict-marcos-presidency,https://verafiles.org/wp-content/uploads/2022/11/111622-FALSE-Marcos-Nostradamus_TAG.jpg,A video claims 16th-century French astrologer Nostradamus foresaw the election of President Bongbong Marcos. It is not true.,FALSE,“The Complete Prophecies of Nostradamus”,“TOTOO KAYA ANG HULA NI NOSTRADAMUS? (Is Nostradamus’ prophecy true?) #2023 #PREDICTION.”,,,,,,,,,,,
VERA FILES FACT CHECK: Harry Roque has NOT replaced Remulla as justice secretary,2022-11-18T07:51:30+00:00,https://verafiles.org/articles/vera-files-fact-check-harry-roque-has-not-replaced-remulla-as-justice-secretary,https://verafiles.org/wp-content/uploads/2022/11/111722-FALSE-Harry-new-DOJ-sec_TAG_REV.jpg,A video falsely claims President Marcos appointed former spokesperson Harry Roque to replace Boying Remulla as secretary of the Department of Justice. ,FALSE,"“OMG! BAG0NG UT0S PRES MARCOS HARRY ROQUE lPALlT D0J REMULLA RESlGN GEN BANTAG BÂLlK BUC0R (New order of Marcos, Harry Roque to replace Remulla [who] resigned, Gen. [Gerald] Bantag has returned to BuCor [Bureau of Corrections]”",,,,,,,,,,,,
VERA FILES FACT CHECK: Bantag NOT cleared from Percy Lapid slay case,2022-11-21T05:53:14+00:00,https://verafiles.org/articles/vera-files-fact-check-bantag-not-cleared-from-percy-lapid-slay-case,https://verafiles.org/wp-content/uploads/2022/11/111822-FALSE-Boying-mastermind_TAG_REV.jpg,A YouTube video falsely claims suspended BuCor chief Gerald Bantag has been absolved from the murder of former broadcaster Percy Lapid.,FALSE,“BOYING MASTERMIND. GEN. BANTAG LUSOT NA SA KASO (Bantag cleared from case).”,,,,,,,,,,,,
