label,article
1,"Sa katatapos lang na ika-31 na Cabinet Meeting sa Malacanang, sinabi ni Presidente Duterte na tama lang na patayin ang mga pulis na sangkot sa iligal na droga. Magbibigay din daw siya ng pabuya sa mga pulis na makakapatay ng kanilang mga superior na konektado sa kalakaran ng iligal na droga. ""I am going to reward that policeman. Any policeman who will kill his superior because the superior is into drugs, I will give you a prize and a trip to Hong Kong,""sabi ng Pangulo. Sinabi ng Pangulo ang pahayag na ito matapos pumutok ang balita tungkol sa pagkakapatay kay Superintendent Santiago Ylanan Rapiz sa isang anti-drug operation. Si Rapiz ay chief of the logistics branch of the Zamboanga del Norte police. Matatandaang noong Agosto, nag-alok ng P5-milyon si Pangulong Duterte sa sinumang makapapatay ng pulis iskalawag. Suportado niyo ba ang sinabi ng Presidente? Paki-kalat po itong artikulo kung OO. Source: GMA News | News5"
1,"Nakatakdang buksan sa taong 2020 ang bagong Terminal 2 ng Clark International Airport (CRK) na ngayo'y nasa 53% na ang progreso ng konstruksyon. Sa ginawang inspeksyon ng ""Build, Build, Build"" Team, sinabi ni Bases Conversion and Development Authority (BCDA) President Vivencio B. Dizon na sa pagbubukas ng paliparan, ito ay magiging pinakabagong premiere gateway ng Pilipinas sa Asya. Sa lapad na 110,000 square meters na gusali ng Terminal 2, kaya nitong maglulan ng P80 million pasahero kada taon habang sa taas na 22 metro kumpara sa Mactan International Airport sa Cebu na 16 metro lamang, ito na rin aniya ang ""pinakamatangkad na airport"" sa buong Pilipinas. ""The new passenger terminal at Clark International Airport is now at 53% completion rate and is targeted to be operational by 2020. With a design that speaks of the unique characteristics of Central Luzon and Pampanga, the new Passenger Terminal Building will increase Clark International Airport's capacity to P12.2 million passengers annually. It is also expected to decongest Ninoy Aquino International Airport and help create jobs and boost economic development in Central Luzon."" Binigyang diin pa ni Dizon na idinisenyo rin ang arkitektura ng terminal base sa topograpiya na nakapalibot sa naturang paliparan. Ito ay gawa sa matitigas na kahoy na mula sa bansang Austria, ang trases na hinugis bundok na magsisilbing vista o porma ng magiging bubong ng Terminal 2. Base naman sa ipinakitang rendisyon ng arkitekto, magkakaroon ng 17 air bridge tubes o iyong dinadaanan ng mga pasahero upang makasakay sa nakaparadang eroplano mula sa gusali ng paliparan. May halagang P12.2 billion ang inilaan sa proyekto mula sa sariling kita ng BCDA na itatayo ng Megawide Corporation sa tulong ng Changi Airport ng Singapore. Samantala, kasabay ng pagbubukas Terminal 2 sa 2020 ang pagkakaroon ng pangalawang runway ng CRK habang inihahanda na rin ang disenyo ng ikatlong runway nito. Pinasalamatan naman ni Dizon si Pangulong Duterte dahil naisakatuparan ang proyektong ito na bahagi ng ""Build, Build, Build"" infrastructure program ng administrasyon. Target din ng gobyerno na maging kauna-unahang ""aerotropolis"" sa bansa ang pinalalawak na CRK kung saan magtatayo rin ng iba't ibang imprastruktura sa paligid ng airport"
0,"Ito ang sinabi kahapon ni Senator Aquilino ""Koko"" Pimentel III, at inihayag na maghahain siya ng panukalang batas na gaya ng ipinasa ng mababang kapulungan kasabay ng paghaharap ng dalawa sa pinakamahuhusay na boksingero sa kasaysayan, sa Las Vegas, Nevada sa Mayo 2. ""Manny being a Filipino promotes the Philippines,"" sabi ni Pimentel, idinagdag na ang karapat-dapat na ang special tax incentive bilang pagbibigay-pugay sa walang katulad na pagbibigay ng karangalan ni Pacquiao sa bansa, na muling magpapakitang-gilas sa mundo at lalaban para sa bayan. ""The marketing value for the country is priceless,"" sabi ni Pimentel upang bigyang-diin ang panukalang magkakaloob ng special tax exemption kay Pacquiao sa kanyang kikitain sa world welterweight unification bout sa Mayo 2 sa Amerika. Hindi pa tapos ang gusot ni Pacquiao sa Bureau of Internal Revenue (BIR), na nagsabing hindi pa nakababayad ang kongresista sa P2.7 bilyon na utang nito sa buwis nitong Abril 2014. Itataya ni Pacquiao ang kanyang World Boxing Organization title habang itataya naman ni Mayweather, minsan man ay hindi natalo sa 47 niyang laban, ang kanyang WBC at WBA belt sa pinakaaabangang laban na nagkakahalaga ng mula $250 million hanggang $400 million. Iginiit ni Pimentel na kailangan ni Pacquiao, dating eight-division world champion, ang lahat ng inspirasyon at suporta na makukuha niya habang abala ngayon sa pagsasanay sa laban na inabot ng mahigit limang taon bago naisakatuparan."
0,"Gabi-gabi ay gising na gising tuloy ang viewers dahil sa mapangahas at mabilis na daloy ng kuwento nito na tungkol sa buhay ng magkapatid na sina Gael (Jericho) at Carlos (Paulo), na nagkalayo dahil sa malagim na trahedya at muling pinag-ugnay ngayon ng pagkabighani nila sa kaakit-akit na club dancer na si Mia (Maja). Pero hindi lang ang magkapatid ang nabighani sa alindog ni Mia kundi maging ang televiewers. Katunayan ng pagkahumaling ng mga manonood sa Bridges of Love ang resulta ng viewership survey ng Kantar Media na humataw ito sa national TV ratings mula nang mag-pilot noong nakaraang Lunes. Tinalo ng serye nina Jericho, Paulo, at Maja sa national TV ratings na 21.9%, 24.4%, 24.4%, at 24.1% (mula Lunes hanggang Huwebes) ang Second Chances na katapat nito sa na nakakuha lang ng 13.6%, 12.3%, 14.1% at 14.8%, ayon sa pagkakasunod. Tiniyak ng kakilala naming sa Star Creatives production unit na lalong tututok ang viewers sa love triangle sa Bridges of Love dahil lalong titindi ang pagtingin nina Gael at Carlos kay Mia. Susubukin daw ng pagmamahal ang minsan nang nasirang relasyon ng magkapatid."
0,"Ipinanganak si Marley sa Nine Miles, northwest Jamaica, at namatay noong Mayo 11, 1981, sa isang ospital sa Florida dahil sa cancer sa edad na 36. Itinakda ang isang ""mini-jam session"" sa dating bahay ni Marley sa Hope Road, hilagang bahagi ng Kingston, pati na rin ang ilang talakayan tungkol sa reggae, isang popular na uri ng musika na nagsimula sa Jamaica noong 1960s na may matibay na impluwensiya mula sa calypso at jazz at mga liriko ng protesta sa lipunan. Isang libreng concert sa Kingston waterfront sa Sabado ang inaasahang hahatak ng mga tao, at ilang lokal na reggae artists, kasama ang isa sa mga anak na lalaki ni Marley na si Ky-Mani, ang magpe-perform. Inihayag na ng pulisya ang bagong ruta at mga isinarang daan dahil sa rami ng taong inaasahang dadalo. ""I was not around when Bob was alive... but people are still excited about his music,"" sabi ni Marcia Facey, 32, isang fashion designer na nakatira sa Kingston. Usaping pinagdedebatehan sa Jamaica sa loob ng mahabang panahon ang pagdaragdag kay Marley sa Order of National Hero, ang pinakamataas na parangal sa bansa. Ang kasalukuyang pitong bayani ng Jamaica ay mga personalidad na nagmula sa pulitika. Wala pang bagong bayani na naidaragdag simula noong 1980 at isang komite na ang nag-aaral sa mga nominasyon sa loob ng tatlong taon, kasama si Marley at noon ay Prime Minister na si Michael Manley sa listahan ng sampung nominado. ""It is high time that the government makes him our eighth national hero,"" ayon kay Errol Campbell, 57, mekaniko sa Kingston. ""Bob was a reggae genius who has done more for Jamaica than most others by popularizing our music,"" dagdag pa ni Campbell. Ilang miyembro ng komite ang umano'y sumasalungat kay Marley dahil gumamit ito ng marijuana at minsa'y hindi inirespeto ang awtoridad bilang bahagi ng kanyang paniniwalang Rastafarian na nagtatakwil sa materyalismo. Isang bagong live album na pinamagatang ""Easy Skanking in Boston'78"" ang ilalabas sa susunod na linggo, ayon sa The Bob Marley Group of Companies, na magtatampok sa dalawang live show ni Bob Marley sa isang music hall sa Boston noong June 1978. Ipagdiriwang ng pamilya Marley ang kaarawan sa pamamagitan ng paglulunsad ng isang ""feel good social video movement"" na may titulong#Share1Love bilang pagbabalik-tanaw sa pananaw ni Marley sa isang mas mabuting mundo."
0,"Halimbawa na lamang nito ay ang komento ng mga tao sa pagmamanas ng hita at bilugang mukha ni Rubin, o kaya naman ay ang guwardiya na nagtanong kay Rachel Turow, abogado sa District of Columbia, kung paano ito nabuntis. Isa pang halimbawa nito ay ang pagrekomenda ng barista sa Starbucks kay Kristen Wilson, software consultant sa Arlington, Virginia, na isang kahon lamang ng pagkain ang dapat bilhin nito dahil siya ay tataba. Narito ang ilan sa mga hindi puwedeng sabihin sa mga buntis: Normal lamang na makaramdam ng pangamba ang mga buntis tungkol sa panganganak at matapos manganak -- hopefully in a healthy, planning way,"" saad ni Holmstrom. Ngunit kapag ang mga magulang ay nagbigay ng maling detalye -- maaaring magbunga ito ng matinding takot sa magiging ina na makaaapekto sa magiging anak."
1,"Naisaayos agad ng wala pang 48 oras ang Clark International Airport matapos mapinsala ng magnitude 6.1 na lindol, at mamayang ika-4:00 ng hapon ay balik-operasyon na ito. Ayon sa Department of Transportation (DOTr) at Clark International Airport Corporation (CIAC), agad na naisagawa ang mga kinakailangang pagkukumpuni sa Passenger Terminal Building (PTB) at Control Tower na kabilang sa mga istrukturang napinsala sa pagyanig. Ikinatuwa ni DOTr Secretary Arthur P. Tugade ang mabilis na pagtugon sa direktiba niyang masusing suriin ang structural integrity ng paliparan, kasama na ang itinatayong Terminal 2, at madaliin ang pagkukumpuni sa mga napinsalang pasilidad upang agarang maibalik ang serbisyo sa mga pasahero. ""Ang nangyari 'ho ay isang kalamidad na kailangang agad na tugunan. Sa mga ganitong panahon, napakahalaga ng transportasyon upang dalhin sa kaligtasan ang mga tao. Ang sabi ng Pangulong Duterte, siguraduhin na agad maisasaayos at matutulungan ang mga tao. Kaya kami 'ho sa DOTr, CIAC at BCDA ay puspusan ang ginawang pagkukumpuni ng mga istruktura upang maibalik sa normal ang operasyon dito sa Clark Airport. Lahat po ng maaaring ibigay, mula sa pagkain, libreng sakay, ibinibigay ho namin,"" ani Secretary Tugade. Matatandaang ipinag-utos ng kalihim sa mga opisyal ng CIAC ang pagpapatupad ng emergency procurement para sa pagbili ng mga kagamitan at pagkuha ng mga serbisyong kailangan sa pagkukumpuni sa mga napinsalang pasilidad sa paliparan. Umabot naman sa P30 million ang kabuuang halaga ng pinsala sa paliparan at tinatayang 110 flights ang naapektuhan kasunod ng pagsuspinde sa operasyon ng paliparan bunsod ng lindol. Agad na sinimulan nitong umaga ng Martes, ika-23 ng Abril, ang clearing operations at repair sa paliparan, partikular sa pre-departure area kung saan bumagsak ang malaking bahagi ng kisame nito. Naibalik na rin ang suplay ng kuryente sa paliparan, maging ang pag-operate ng flight information systems at CCTV bago ang muling paglulunsad ng mga flight ngayong araw. Samantala, walang naiulat na pinsala sa runway at taxiway ng paliparan, gayundin sa itinatayong bagong Passenger Terminal Building (PTB)."
1,"Usap-usapan ngayon sa social media ang umano'y panggagaya ng kinatawan ng Thailand na si Ingchanok Prasart sa ginanap na Miss Intercontinental pageant 2018 sa trademark ni Miss Universe 2018 Catriona Gray na ""lava walk."" Isang netizen sa Twitter na nagngangalang Marnie Raro ang nakapansin sa paraan ng paglalakad at pag-project ni Miss Thailand na parang kinokopya ang ""lava walk"" ni Catriona. Bukod kay Miss Thailand, napansin din ng mga netizens ang pagkopya umano sa ""Mayon Volcano gown"" ni Miss Vietnam. Aminado naman ang dalawa na labis nilang hinahangaan at inspirasyon nila si Miss Universe 2018 Catriona Gray. Halo-halo naman ang naging reaksyon ng mga netizens hinggil dito. ""So now everyone looks like Catriona Gray. From hair to stance to gowns. The influence. Only legends do that."" ""Catriona Gray's walk can never be perfect without her walking it."" ""I think so? Even the hand gesture of Miss Thailand seems copied too. Catriona Gray is indeed a queen."" ""Yet they can't copy the original. Because there will be only one Lava Walk and Catriona Gray."" ""Kayo na 'yung may mga originality... hala gawa kayo sarili niyong pageant, ano ba naman yung hayaan niyo na lang sila hays....daming toxic."" Isang patunay lamang ito na maraming mga aspiring beauty pageant candidates, hindi lamang sa Pilipinas kundi maging sa buong mundo, ang tumitingala at humahanga kay Catriona. Aminado naman dito ang marami sa mga kandidata ng naturang katatapos na pageant. Ang 47th edition ng Miss Intercontinental 2018 ay ginanap noong Enero 26, 2019, sa SM Mall of Asia Arena sa Pasay, Metro Manila, Philippines. Kinoronahan ni Miss Intercontinental 2017 Veronica Salas Vallejo ng Mexico ang kandidata ng Pilipinas na si Karen Juanita Gallman. Ito ang kauna-unahang pagkakataong naging host ang Pilipinas sa pageant na ito. Pinili ng Japan organizers ang Pilipinas na maging venue ng pageant dahil abala ang bansang Japan sa mga paghahanda para sa 2020 Summer Olympics. Narito ang buong Twitter post ng netizen:"
0,"Sa interview kay Paolo after the presscon, biniro siya ng ilang press na humirit siya ng block screening sa mga kaibigan niya sa showbiz. At naisip nga niya ang best friend niyang si Dingdong Dantes. Puwede rin daw siguro siyang mag-request ng block screening kay Alden Richards, at pabirong nanawagan siya sa Pambansang Bae. ""Alden, dati noong hindi ka pa sikat, binigyan kita ng shoes, 'di ba? Ano ba 'yung bigyan mo si Kuya Pao ng block screening?"" sabi ni Paolo, na ikinatawa ng mga kaharap niya. Kuwento ni Paolo, magkasama raw sila noon nina Alden, Dingdong at Marian Rivera sa teleseryeng My Beloved. Kailangan daw ni Alden ng leather shoes sa eksena, kaya pinahiram ni Paolo ng charol na Zara shoes niya ang binata. Nagandahan daw si Alden sa shoes kaya ibinigay na lang ito ni Paolo sa kanya. Sabi pa ni Paolo, natutuwa siya na kapag sinilip ang Instagram ni Alden ay naroroon pa sa mga unang post ng bida ng Victor Magtanggol ang picture ng shoes na ibinigay niya rito. ""Gusto kong kumita itong Through Night and Day bilang pasasalamat ko sa Viva Films at Octo Arts Films dahil nagtiwala sila sa akin,"" seryoso nang sabi ni Paolo. Dahil isang Kapuso, kahit masipag mag-promote si Paolo ay hindi siya puwedeng mag-promote sa ibang network, maliban sa GMA. Kaya naman this Saturday ay nasa Eat Bulaga siya, at sa Sunday, mapapanood naman siya sa Sunday PinaSaya."
0,"Ang iba pang sasariwain ang mga alaala sa February 16 formal affair na kaakibat ng Meralco, Smart, at MVP Sports Foundation Inc. bilang principal sponsors at Philippine Sports Commission bilang major sponsor ay sina cage legend Kurt Bachmann Jr., champion racer Enzo Pastor, dating PBA player Bryan Gahol, ex-PBA player at chairman Ely Capacio, at many-time Southeast Asian Games gold medal winner na si Leonardo ""Dodong"" Andam. Kabilang din sa listahan ng posthumous ay sina Olympian Florentino Bautista Jr., young national snooker player Rodolfo Lordan Jr., dating government official at UE Red Warriors team manager Jesus Tanchanco Jr., road cyclist Vicmar Vicente, PSC executive Manny Ibay, one-time sports deputy minister at coach Elpido Dorotheo, ex-Philippine Volleyball Federation president Pete Mendoza, Rizal province track and field coach Pacifico Tolentino Jr., race car driver Isabelo Hilario, at promising volleyball player Nicolette Tabafunda. Hindi rin dapat palagpasin ang mga sportswriting colleague at members na si Ceferino ""Howie"" Basilio Jr. at Danny Romero. Iaalay ang tropeo at ilang minutong silensiyo sa kanila para sa two-hour ceremony na suportado rin ng 1Esplanade, Air21, Globalport, National University, El Jose Catering, PAGCOR, PCSO, ICTSI, Rain or Shine, Accel, Maynilad, at ng PBA. Mangunguna para sa 2014 honor roll list si BMX rider Daniel Caluag, ang gold medal ay napasakamay sa nakaraang taong Incheon Asian Games, kayat napasakamay din niya napakahalagang PSA Athlete of the Year trophy. Si Richie Garcia, ang pinakamahabang nagsilbi sa PSC bila chairman, ang tatayong special keynote speaker sa naturang programa kung saan ang host ay si veteran sportscasters Quinito Henson at Patricia Bermudez Hizon. Magpapasaya naman sa awardees at guests ang two-time UAAP cheerdance competition champion na National University (NU). Ipinamahagi na ang mga imbitasyon para sa awards night at sa mga hindi nakatanggap ng personal ay mangyaring kunin ang kanilang imbitasyon sa lobby entrance ng 1Esplanade."
1,"Matapos ibutata ng hukuman ang kaso ng Alliance of Concerned Teachers (ACT) laban sa Philippine National Police (PNP) kaugnay sa ginagawa umanong profiling ng kapulisan sa hanay ng mga guro, tiniyak ni PNP Chief General Oscar Albayalde na hindi magdadalwang-isip ang otoridad na kasuhan ang mga miyebro ng ACT na mapapatunayang nakikisali sa pag-aaklas laban sa gobyerno. Tiniyak naman ni Alabayalde na walang ginagawang profiling ang PNP sa hanay ng mga guro. Ang ginagawa lang daw nila ay bahagi lamang daw ng kanilang intelligence effort para maprotektahan ang bansa sa mga kumakaaway dito. Magugunitang inamin mismo ni Communist Party of the Philippines (CPP) Founding Chairman Jose Maria Sison na ang ACT ay kabilang sa kanilang front organization. Itinanggi naman ito ng ACT. Matapos ma-abswelto ang PNP sa kasong isinampa ng ACT, nasa proseso na raw ang PNP ng paghahanap ng matitibay na ebidensiya laban sa mga kasapi ng ACT. At kung mapapatunayang sangkot ang mga guro sa rebelyon, hindi lang kaso ang kakaharapin ng mga ito, kundi pati ang pagkakatanggal sa kanilang lisensiya. Basahin ang naging reaksyon ng ilang kababayan natin sa hakbang na balak gawin ng PNP laban sa mga gurong mapapatunayang kasapi sa rebelyon. ""ASUHAN NYO PARA MAGTANDA SILA AT NG HUWAG NG PAMARISAN NG IBANG MATINONG GURO. NAWIWILI SILA DAHIL SOBRA NA ANG.PILIPINAS SA DEMOLKRASYA.,"" sai ni R. Franciso. ""ama tangalan ng lisenya mga titser na yan..baka tinuturo pa nyan e comonismo sa mga bata at pagsama sa mga rally,"" sabi ni L. Dole ""Dapat lang kasuhan kung sasama sa rebellion at alisan sa pagtuturo . Stiff penalty at pasaway , kapanalig ni Sison hulihin At itapon sa bundok nasanay, maganda na nga ang gawa ng government DUTERTE ano pa ang gusto nila,"" sabi ni N. Miyaguni Source: DWIZ | FB"
0,"Hindi magkandaugaga ang mga tindahan ng bulaklak sa dagsa ng demand habang nagmistula nang dagat ng mga bouquet ang impromptu memorial sa Martin Place, na rito nangyari ang 16 na oras na hostage drama nitong Lunes."
1,"Sa isang panayam sa beteranong aktor na si Efren Reyes, nag-bigay ito ng saloobin tungkol sa mga taong panay ang batikos sa pamamahala ni Pangulong Rodrigo Duterte. Ayon kay Reyes, naranasan din daw niya ang pinagdadaanan ngayon ng Presidente at ang masasabi niya lang ay napakahirap daw nito dahil hindi maisulong ang mga agenda na gusto niyang gawin. ""May gusto kang gawing panukala tapos yung mga kasama mo nakontra sayo, hindi mo maipapatupad, so ang hirap kapag may mga oposisyon na maingay masyado na kumokontra, mahirap ang progreso,"" sabi ni Reyes. Hindi daw susulong ang bayan kung masyadong maraming nagsisiraan. Wala mang pinangalanan si Reyes pero kilala naman natin kung sino-sino ang kumo-kontra sa kasalukuyang gobyerno. ""Ang hirap ng progreso ng bayan, kapag masyado tayong naghihilahan pababa, kapag masyado tayong nagsisiraan, tigilan na po sana natin,"" banat pa ni Reyes. Si Reyes ang gaganap bilang Mayor Duterte sa upcoming movie na ""BATO"" na pinagbibidahan ng kapwa niya batikang na aktor na si Robin Padilla. Baka iniisip ng ilan na baka nagsalita lang ng positibo si Reyes kay Pangulong DUterte dahil gagampanan niya ito sa pelikula. Sa naturang panayam, kanya ring inilahad na sinuportahan niya talaga ang Pangulo noong nangangampanya pa lang ito para maging Presidente ng bansa. Nagbigay din si Reyes ng lubos na pagsuporta sa Pangulong Duterte para ituloy ang laban sa kriminalidad at bawal na gamot. Isa sa naging rebelasyon ni Reyes sa panayam ay ang estado ng industriya ng showbiz at ng droga. Basahin ang naging reaksyon ng ilan nating kababayan sa sinabi ni Reyes. ""tama ka sir efren saludo ako sa sinabi mo.. walng manyayari kung puro kontra at hilaan pababa, kasi wanlng mangyayaring improvement,"" sabi n J. Laure. ""Idol Efren malabong mang yari yong sinabi mong magkaisa. Kasi tulad nalang ng inaasal ni Trillanes,"" sabi n A. Leghidan. Source: RideR. pH"
1,"Tuwing panahon ng halalan, hindi magkandaugaga ang mga politiko sa pagdidikit ng kanilang mga materyales pang-kampanya; kahit nga ang ilan sa mga lugar na hindi nila dapat lagyan ay hindi nila pinapatawad. Kaya't inaasahan na pagkatapos ng eleksyon ay bumabaha ng basura sa paligid. Mabuti na lamang at mayroong mga inisyatibong ang pamahalaan, maging ang mga mapagmalasakit na grupo, upang mga basurang ito'y hindi na kailanganing sunugin. Pagreresiklo ang tawag dito, at dito ay gumagawa sila ng mga panibagong produkto mula sa mga luma o patapon nang bagay para mapakinabangan pa. Nitong Huwebes, nag-post ang MENRO Baliwag, sa lalawigan ng Bulacan, ng mga larawan ng mga makukulay at magagandang mga eco-bags mula sa mga tarpaulin ng mga kumandidato nitong nakaraang halalan. Batay sa post, ang 100 eco-bags ay mula sa higit 50 kilos ng campaign tarpaulins na nabaklas ng mga kawani ng Municipal Environment and Natural Resources Office (MENRO) ng bayan bilang bahagi ng kanilang Eco Livelihood Program at pagsusulong ng pagreresiklo ng kanilang pamahalaang bayan. Sabi ni MENRO Officer Edgar Luna, inatasan sila at mga punong barangay ng kanilang alkalde Ferdie Estrella para ipunin ang mga tarpolin at iresiklo. Alinsunod din umano ito sa panuntunan ng Commission on Elections (Comelec) na kailangang baklasin ang mga campaign material matapos ang halalan. Ang mga eco-bag ay mabibili sa halagang Php50 hanggang Php100 sa Baliwag Pasalubong Center at Baliwag Climate Change Center. Mapupunta naman sa mga benepisyaryo ng Eco Livelihood Program ang mga malilikom mula dito. Umani ng maraming papuri mula sa mga netizens ang nasabing inisyatibo. ""Ang gagaling talaga ng mga taga-Bulacan. Good job po! Sana gawin din ito sa ibang lugar,"" sabi ng isa. Maliban dito, ibinahagi naman ng JunkNot Eco Creatives na maaari ring maging isang panibagong upuan ang mga election campaign material. Mababawasan nito ang polusyon sa paligid at makakapagsalba sa mga nakatira sa dagat, dagdag ng JunkNot."
1,"Marami ang nalulungkot sa kinahinatnan ng isang kababayan natin sa Taiwan matapos itong bawian ng buhay. Sa Facebook post na ibinahagi ni Maryjane G. Magallanes, makikita ang larawan ng Pinay OFW noong maayos pa ang kanyang kalagayan at nang siya ay nasa ospital na lamang. Inakalang stroke lamang ang nangyari ngunit napag-alaman nilang aneurysm na pala ito at di na rin nagtagal ang buhay ng Pinay. Nakilala ang Pinay OFW sa Facebook account niyang na si Bebe Lhabz. Nakikita raw na isa sa mga posibleng sanhi ng kanyang pagkamatay ang labis na pagpupuyat at matinding pagod sa trabaho. Nakaranas ng pananakit at pagkirot ng kanyang ulo na sintomas na pala ng mas malubha niyang karamdaman. Dahil dito, nagbigay ng paalala si Maryjane na hindi madali ang trabaho nila sa abroad at aniya, masaya lang sila kung titingnan sa mga larawan pero malayo ito sa realidad."
1,"PEDOPHILE KA BA ? Watch the video below Ito ang inis na inis na tanung ng pangulong Duterte sa harap ng Media para kay commisioner Gascon, ito ay matapos mainis ang pangulo sa pangingialam umano ng CHR sa mga kaso ng pag patay sa mga minor de edad na ini uugnay di umano sa EJK.  Inulit ulit pa ng pangulo ang katanungan na "" Bakit Sobrang apektado umano si Gascon sa mga namamatay na mga lalaki bata, ""Pedophile ka ba?""  bakit mahilig ka sa mga bata?"
1,"Binatikos ni presidential son at dating Davao City Vice Mayor Paolo Duterte ang Integrated Bar of the Philippines (IBP) makaraang lumutang sa kanilang tanggapan ang isang lalaki na nagpakilalang si alyas ""Bikoy."" Hinamon ni Paolo si Peter Joemel Advincula na magsampa ng kaukulang kaso kaugnay ng mga alegasyon nitong sangkot siya sa illegal drug trade. ""Mula sa pagiging kilalang scammer, ngayon ay certified na na artista itong taong nagpakilalang Bikoy. Ganito. Puro satsat. Panay drama. Mag-sampa ka ng kaso. Sasagutin kita. Haharapin kita. Isama mo rin si Trillanes,"" pahayag ni Paolo. Inihayag ni din ni Paolo ang kanyang pagka-dismaya sa IBP dahil sa pagtanggap kay Advincula. ""Kapanipaniwala daw ang mga alegasyon ni Bikoy sabi ng IBP. Ano? Wa mo kuyapi?"" ""Nakakawala ng respeto ang IBP. Mga abogado kayo, matatalino sana kayo, pero, nakapagtataka lang na ang bilis ninyong paniwalaan ang sinasabi ng isang kilalang scammer na nagpakilalang si Bikoy,"" aniya. Napaulat na isa si Paolo sa mga indibidwal na sinasangkot ni Bikoy, ang naka-hood na lalaki sa serye ng mga video na ""Ang Totoong Narcolist"" na sinasabing di umano'y sangkot sa kalakalan ng iligal na droga sa bansa."
0,"""People should fact-check. People shouldn't have to go through that and shouldn't answer to innuendos,"" sabi ni Bill sa pahayagan, sa istoryang inilathala noong Biyernes ng gabi. Tumanggap si Bill ng standing ovation sa simula ng kanyang 90-minutong show sa Melbourne, na nagtapos na hindi tinalakay ng komedyante ang mga alegasyon. Isang host sa Orlando-based Real Radio 104.1 ang nag-udyok sa mga taong dumalo sa show na tanungin si Bill tungkol sa mga alegasyon at kunin ang kanyang kasagutan, at nag-alok ng cash ang istasyon ng cash at mga premyo para sa pinakamagandang footage. Ngunit walang ni isa mang nagtanong kay Bill. Sinabi ni Bill sa Florida Today na ang ganitong mga alok sa mga nanonood sa kanya ay nanganganib na lumikha ng ""frat house mentality."" ""Now suppose someone brings a weapon or decided to do more foolishness,"" aniya. ""There will be announcements made and the stations made some disclaimers, but what if people don't listen to what they said and they entice violence."""
1,"Nahuli na si Jojo Valerio, ang lalaki sa viral video na nananakit, nanggitgit at nagpakilalang anak ng kongresista sa nakaaway niyang motorista. Pero sa isang panayam, umaatungal at nagagalit ang nanay ng suspek. Ayon sa ina ni Valerio, hindi raw maganda ang naging paraan sa paghuli sa anak niya. ""Kinuha at dinukot ang anak ko, binugbog ang anak ko, yun ang pakialam namin."" sabi ng nanay ng suspek. Si Valerio ay bida din sa isa pang viral video kung saan ginigitgit at sinundan pa nito ang isang babae dahil lang nasingitan siya sa kalsada. Bukod sa pananakit, nakita rin na gumagamit ang suspek ng palakang numero 8. Ang plate number 8 ay protocol plate para lang sa mga kongresista. Hindi naman nagustuhan ng mga kababayan natin ang tono ng pagsasalita ng nanay ng road rage suspect. Ito pa po ang karagdagang ulat mula sa GMA News kaugnay pa rin sa suspek na si Valerio. Source: News5 | GMA News"
1,"Natandaan niyo ba ang dalawang tagasuporta ng Pangulong Rodrigo Duterte na sina Mark Lopez at Jovy Bev Aquino na nagtungo sa opisina ng Rappler para mag-protesta laban kay Rappler Chief Executive Officer Maria Ressa? Ngayon ay nagsagawa muli sila ng peaceful protest pero mas marami na. Nagsama-sama ang mga ""Duterte Diehard SUpporters"" sa isang coffee shop sa Estancia Area kung saan matatagpuan din ang opisina rin ng Rappler. Ginawa nila ito para patunayang hindi bayaran ang mga tagasuporta ng kasalukuyang administrasyon. Magugunitang may ilang pagkakataon na inaakusahan ni Ressa na trolls ang mga sumusuporta sa Duterte Government. Ang accountni Lopez ay na-block sa Facebook matapos mag live video sa labas ng opisina ng Rappler. Sa mga video, inilathala online, ipinakita ni Lopez na hindi bayaran ang mga tagasuporta ngpangulong Duterte. Sa katunayan, halos mapuno na nila ang coffee shop na naging meet-up place ng mga DDS. ""Kung nabalitaan niyo po, kami po ni Jovy Bev ang mga bumisita sa Rappler Office noong Thursday. Kami dalawa ang nagprotesta na sinasabi namin na hindi kami bayaran, trolls at hindi kami working for the government. Ito nga nag-invite po tayo ng ordinaryong Pilipino na galing pa sa Pangasinan, Bulacan, Nueva Ecija. Ayan po sila pwede niyong kunan. Hindi po iyan bayaran at wala pong bayolente... Halos mapuno na namin ang Coffee Bean... Like what Reppler's Maria Ressa isa saying na kai daw ay paid trolls and acting on orders from somebody, wala pong kinalaman si Presidente Duterte dito sa ginagawa namin. Ito po ay aming bugso ng dadamin at mga sentimiyento. Wala pong nagkukumpas sa amin. Lahat po iyan nakatanggap ng imbitasyon sa Facebook. First po namin na magkitakita ng karamihan dito. Kaya hindi po toto iyang sinsabi ni Maria Ressa sa international communities. Maira Ressa is really peddling lies about what really happening in this country,"" sabi ni Lopez. Natungo rin sa pagtitipon ang pro-government lawyer na si Attorney Trixie Cruz-Angles at ang blogger na si Drew Olivar. Makikita rin sa ilang larawan na nagpunta din sa okasyon ang senatorial candidate na si Attorney Larry Gadon. Ayon kay Attorney Trixie, may umaaligid na raw na pulis sa lugar dahil sa bilang ng Duterte SUpporters na nagpunta. Source: Mocha Uson Blog | Luminous | Teresa Parreno"
